"Race","Sex","Age","lx"
"Total","Male","87",9198.75041292661
"Total","Male","88",7762.38639332985
"Total","Male","89",6458.40389302404
"Total","Male","90",5305.39571911866
"Total","Male","91",4297.66692330841
"Total","Male","92",3427.5220153793
"Total","Male","93",2695.69067419156
"Total","Male","94",2089.55904330825
"Total","Male","95",1586.12391821511
"Total","Male","96",1173.84622106173
"Total","Male","97",843.108948614774
"Total","Male","98",590.681119688195
"Total","Male","99",400.736602768854
"Total","Male","100+",264.315631613499
