"Race","Sex","Age","lx"
"Total","Male","87",7614.84883416508
"Total","Male","88",6525.76261322908
"Total","Male","89",5525.51358688847
"Total","Male","90",4499.32258668791
"Total","Male","91",3505.22972298644
"Total","Male","92",2722.29009294839
"Total","Male","93",2172.52981789885
"Total","Male","94",1737.48676412924
"Total","Male","95",1363.01712242542
"Total","Male","96",1045.10495612969
"Total","Male","97",799.197907628584
"Total","Male","98",612.079638705672
"Total","Male","99",445.835786217711
"Total","Male","100+",291.279380328905
