"Race","Sex","Age","lx"
"Total","Male","87",11409.5929472602
"Total","Male","88",9731.14637107702
"Total","Male","89",8183.29779575578
"Total","Male","90",6786.91646550383
"Total","Male","91",5548.38240083124
"Total","Male","92",4459.97367733109
"Total","Male","93",3535.49734085349
"Total","Male","94",2747.05014625608
"Total","Male","95",2088.77084853573
"Total","Male","96",1539.43050304927
"Total","Male","97",1103.25852718531
"Total","Male","98",758.888813497408
"Total","Male","99",497.203015739681
"Total","Male","100+",314.022957309272
