"Race","Sex","Age","lx"
"Total","Male","87",14570.1625250323
"Total","Male","88",12703.1902847719
"Total","Male","89",10957.6538707767
"Total","Male","90",9357.5637977049
"Total","Male","91",7914.25826094769
"Total","Male","92",6622.13446324194
"Total","Male","93",5493.22210261515
"Total","Male","94",4511.84404340457
"Total","Male","95",3659.11188287395
"Total","Male","96",2909.1878927443
"Total","Male","97",2267.55155330933
"Total","Male","98",1735.30375903109
"Total","Male","99",1296.49131421863
"Total","Male","100+",952.843014064297
