"Race","Sex","Age","lx"
"Total","Male","88",12159.7625716112
"Total","Male","89",10548.8538548593
"Total","Male","90",9056.38311273187
"Total","Male","91",7697.92564582209
"Total","Male","92",6461.7624034273
"Total","Male","93",5375.09965690499
"Total","Male","94",4417.95913693128
"Total","Male","95",3583.98357703267
"Total","Male","96",2846.26652738232
"Total","Male","97",2206.14232845296
"Total","Male","98",1670.95955335656
"Total","Male","99",1225.37033912814
"Total","Male","100+",878.930557385106
