"Race","Sex","Age","lx"
"Total","Male","87",12184.6540211389
"Total","Male","88",10440.3602557778
"Total","Male","89",8828.84777717239
"Total","Male","90",7362.49513790059
"Total","Male","91",6056.60915013841
"Total","Male","92",4911.39327701462
"Total","Male","93",3925.2473828109
"Total","Male","94",3086.64884285387
"Total","Male","95",2381.7394185343
"Total","Male","96",1784.89691649025
"Total","Male","97",1295.39341430897
"Total","Male","98",914.395351276923
"Total","Male","99",616.685236907692
"Total","Male","100+",402.901021446359
