"Race","Sex","Age","lx"
"Total","Male","88",9639.88832531336
"Total","Male","89",8117.80069500072
"Total","Male","90",6717.4800751131
"Total","Male","91",5459.22096738799
"Total","Male","92",4347.15743699414
"Total","Male","93",3394.49317744525
"Total","Male","94",2591.70792964068
"Total","Male","95",1918.15671628773
"Total","Male","96",1367.39884725462
"Total","Male","97",926.894520622261
"Total","Male","98",604.87482801171
"Total","Male","99",376.003271466739
"Total","Male","100+",216.486732056607
