"Race","Sex","Age","lx"
"Total","Male","87",11492.9761954886
"Total","Male","88",9900.07377355141
"Total","Male","89",8425.66788208793
"Total","Male","90",7086.45881677762
"Total","Male","91",5890.93550249361
"Total","Male","92",4836.17752680904
"Total","Male","93",3922.7641772524
"Total","Male","94",3141.10637071503
"Total","Male","95",2475.61773285167
"Total","Male","96",1904.49030557445
"Total","Male","97",1426.7537543456
"Total","Male","98",1042.38671071516
"Total","Male","99",742.275373657053
"Total","Male","100+",517.800737150854
