"Race","Sex","Age","lx"
"Total","Male","87",9087.65108748083
"Total","Male","88",7744.14897412941
"Total","Male","89",6521.38860979318
"Total","Male","90",5423.85549738181
"Total","Male","91",4456.21930536064
"Total","Male","92",3613.49588371651
"Total","Male","93",2914.10958364234
"Total","Male","94",2318.33606876435
"Total","Male","95",1820.61420089404
"Total","Male","96",1404.47381211826
"Total","Male","97",1075.4979642347
"Total","Male","98",803.532961784549
"Total","Male","99",587.658434737953
"Total","Male","100+",432.427904807173
