"Race","Sex","Age","lx"
"Total","Male","87",11459.8416618837
"Total","Male","88",9834.05097628772
"Total","Male","89",8325.73030851784
"Total","Male","90",6958.21905011394
"Total","Male","91",5739.26096834216
"Total","Male","92",4673.17642417761
"Total","Male","93",3754.38241535625
"Total","Male","94",2975.37511303449
"Total","Male","95",2314.18064347127
"Total","Male","96",1755.98631740785
"Total","Male","97",1298.94878274005
"Total","Male","98",931.441322257501
"Total","Male","99",649.998620568184
"Total","Male","100+",447.776827502527
