"Race","Sex","Age","lx"
"Total","Male","87",12839.2852615625
"Total","Male","88",11270.0896767866
"Total","Male","89",9835.75550288077
"Total","Male","90",8443.75552044804
"Total","Male","91",7113.3318565119
"Total","Male","92",5961.00276611299
"Total","Male","93",4995.05925218811
"Total","Male","94",4114.73754268367
"Total","Male","95",3298.80877622401
"Total","Male","96",2577.2618664278
"Total","Male","97",1984.93273331236
"Total","Male","98",1497.40539530582
"Total","Male","99",1051.36974564025
"Total","Male","100+",669.053474498344
